airline_sentiment,text
negative,@USAirways Official time of call 3 hours 10 minutes but must add for 7 minutes your reservation agent was extremely professional and helpful
negative,@usairways I get extended hold times due to the weather...but 2-1/2 hours on hold (and counting). HELP!!
negative,@united Finally I get the right response. United must check this issue. UA 1514 EWR to PUJ on Friday 02/20/15.
positive,@united my dad booked through orbitz and due to weather he can't make it to the airport. Can you help him?
negative,@SouthwestAir Yes. I figured an hour was a long enough time to hold before giving up. Can somebody call me?
negative,@SouthwestAir Can't DM you because you don't follow me.
negative,@SouthwestAir I thank you for the reply but too complicated to DM- really would like to talk to a cust rep. What is going on there?
negative,@SouthwestAir - Hi Janet in customer service. I'm calling you back and have been sitting in que for 40 mins! Plz pick it up!!! #frustrated
negative,@SouthwestAir this is ridiculous. It's been 2 hours on hold to rebook Cancelled Flightled flight.
negative,@usairways - thanks for the 5+ hour flight from PIT to PHX with zero entertainment. Guess why I have a quarter million + miles on Delta
positive,@SouthwestAir finally through thx
negative,@united what incentive do I have to give you another chance?
positive,@SouthwestAir  @TheEllenShow @Imaginedragons  @kdepetro313 .what a great first night. #DestinationDragons http://t.co/N3LrFo4UaY
positive,@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason
negative,@USAirways on hold for 30 minutes &amp
negative,@SouthwestAir On hold waiting to make special accommodations for my mom who is traveling 1 hour and 24 minutes on hold.  Unacceptable!
negative,@united what's going on with the mileage plus accounts? Login through username and email have been down for at least three days.
negative,@USAirways  ! THE WORST in customer service. @USAirways ! Calling for over a month to book a flight! #poorcustomerservice #usairwaysfflyer
negative,"@USAirways ""Owen F"" at DCA Gate 42: #rude."
positive,@SouthwestAir would love Tix for Velour show-entered every contest and still haven't won :(
negative,@united bad idea to let 200 people back on the terminal with food vouchers but allow only 15 minutes to get anything.  Long lines!! #ua1523
positive,@southwestair @cspkcats let us know if we can help
negative,@SouthwestAir VERY frustrated. Saw seats avail. online for pref alt. flight- unable to book online- lost those seats during &gt
negative,@JetBlue waiting for a flight to FL for 1/2 marathon tmrw 4 charity. U bumped us 2a Late Flightr flight &amp
negative,@SouthwestAir Seriously- is the reason for all the Cancelled Flightled flights and long phone wait times that you guys are tremendously understaffed?
positive,@USAirways - what is your policy regarding large-size passengers who cannot fit into a single coach class seat?
negative,@JetBlue NOT A HAPPY CUSTOMER. We've waited patiently- not to mention $150 and six months of marathon training- we need 2 be there tmrw.
negative,@united Was just hung up on by customer service after waiting 30 min on hold...guess that vacation's not happening? Website wasn't working.
negative,@united outsourcing ticket and gate agents at MIA. Ill advised. You did it in ROC and service went downhill. Keep employees and fliers first
negative,@USAirways @SeanVRose Sean - keep in mind if you call...plan on being on hold for 3+ hours
negative,@USAirways trying to Cancelled Flight a flight urgently...get hung up on twice??? Sweet refund policy
negative,@SouthwestAir can't speak with customer service for 2hours- still on hold! Do you guys work?#nogood
negative,@united I am not digging the new mileage earning plan. I would earn about 1/3 of the miles I do now. Any changes to the award ticket prices?
negative,@united really needs to start upgrading their planes. No TVs &amp
negative,@USAirways Sadly your words don't represent your company's actions. Talk is cheap.
negative,@SouthwestAir Had to pay a $25 fare difference on a change but can't seem to find the receipt for it. How can I get a copy for reimbursement
positive,@United lounge @ #Heathrow Used by @AirNZUSA http://t.co/6hJucP694l
positive,@SouthwestAir DM sent.  Thank you.
negative,@united your website won't allow me to post the required document- i keep getting **were having technical difficulties**
negative,@united I'm strongly considering taking my business elsewhere. #UnitedAirlines
positive,@SouthwestAir @SouthwestOliver that's a great FA right there.
negative,@USAirways @PRof_Solutions Be prepared for 3+ hours hold times
negative,@SouthwestAir I thought you guys were the best airline...I've been on hold for an hour!
negative,@USAirways gold desk quoting me $900 to rebook due to weather. Can buy first seat on same flight for $440. Why? On hold for 45+ mins now
negative,@united customer service: 16hr delay coupon can only be redeemed on website which has $200 higher prices than Expedia- call wait time 55mins
negative,@United come on- reopen 1285 at ORD and clear your growing DC backlog
negative,@united on SFO-&gt
negative,@SouthwestAir 2 hours on hold trying to reschedule Cancelled Flightled flight. Hold music stopped- but no one's answering. How can I reach a rep?
negative,@SouthwestAir I'm stuck in Fort Lauderdale.
positive,@SouthwestAir Never felt better taken care of! Indian aunties are the gold standard. Thanks Aruna! http://t.co/aypyaDUY6a
negative,@SouthwestAir- I called @united and they solved the flight Cancelled Flightlation issue in 15minutes. May be ask them how to do it? #getmorehands
negative,@jetblue had me on hold foreverrrrrr
negative,@USAirways why cant Sapphire members reach anyone on the phone?
negative,@USAirways if one with @AmericanAir why can't you use American miles????
positive,@united oh- the Wi-Fi router is on top of the fuselage! 
negative,@JetBlue flying to Denver March 1st and my flight itenary keeps getting changed what the heck...booked the trip 3 months ago
positive,@SouthwestAir flight 3970- bna-rdu had the most excellent crew today
negative,@SouthwestAir We have been waiting for almost 3 hours trying to rebook flights. PLEASE help us get through to someone.
negative,@SouthwestAir - you can do better than having someone on hold for over an hr http://t.co/FxNv618B1A
positive,@USAirways Stars aligned. Connecting flight was delayed into CLT. Made it! Thanks- glad to know someone is listening. Time for 80° in MoBay!
negative,@usairways I just learned that although there is travel policy and they waive the change fee-you will still be charged a $25 reservation fee
positive,@JetBlue im in a session presented by one of your beloved travelers- @paulgordonbrown-I see why you love him so much http://t.co/vv8cFyhKVb
positive,@VirginAmerica Thanks for your great customer service today &amp
negative,@SouthwestAir are any flights leaving DC today? Flight was Cancelled Flightled- been on hold for over an hour.
positive,@united I got it now. Wouldn't let me log on with my email. Thx. Here's hoping for dtw-ase without issue today
positive,@JetBlue ok thank you for the quick response JetBlue still the best comp
positive,@united  no thanks
positive,@USAirways Flight 1815 (N747UW) arrives at @FlyTPA following flight from @PHLAirport http://t.co/TtLwZgIyAg
positive,@JetBlue my wife and I booked last minute flights for a funeral separately- but we would like seats 2gether- can you do this if we DM conf#s
positive,@united Wasn't frustrating! Well- not in any way reLate Flightd to y'all- anyway. Impressed that I made it.
negative,@VirginAmerica Hi- I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues
negative,@SouthwestAir been on hold for over an hour to speak to a customer service rep. What the heck?? #Southwest #customerservice
positive,@united how much does a ski bag cost to check?  Bag contains 1 pair is skis and one pair of poles
negative,@SouthwestAir LOST Kay Chapman Designs art-luggage for important show. Won't help locate it. Terrible customer service.
positive,@united you're good. Thank you!
negative,@SouthwestAir I've been on hold for over an hour and counting…just need a simple name change http://t.co/5Siczx1oez
positive,@JetBlue Will do.  I'll tell him you say hey.
negative,@USAirways seems to be the only airline without a dedicated line for status members
negative,@SouthwestAir On hold over 2 hrs and got cutoff !Cancelled Flightled my flight- now can't get to booked cruise in Florida! Terrible customer service!
positive,@SouthwestAir Thank u Thank u Thank u for coming through for us! I sincerely didn't think it would happen. &lt
positive,@VirginAmerica classiq- luv Virgin America. Greetingz
positive,@SouthwestAir greetings
negative,Hey @USAirways based on the number of retweets and likes on my FB post- it's nice to know I'm not alone in my frustrations with you guys!
